id,customer_name,sentiment,csat_score,date,reason,customer_city,customer_state,channel,response_time,call_duration_mins,center_city,center_state,customer_state_abbrev,month,day
OOM-94335676-X-345083-mE,Cornelia Kunneke,Very Positive,10.0,2020-10-09,Billing Question,Mobile,Alabama,Web,Below SLA,20,Baltimore,Maryland,AL,10,9
SZK-61928849-a-474074-Vb,Clair Peskett,Very Negative,2.0,2020-10-09,Billing Question,Houston,Texas,Web,Within SLA,9,Baltimore,Maryland,TX,10,9
VCA-36830881-D-406032-Kx,Wyatan Baggallay,Positive,9.0,2020-10-09,Payments,Brooklyn,New York,Call-Center,Below SLA,12,Baltimore,Maryland,NY,10,9
HWP-88083371-y-047896-aB,Windy Rubury,Very Negative,2.0,2020-10-09,Service Outage,Tucson,Arizona,Email,Within SLA,30,Los Angeles,California,AZ,10,9
WQN-37397507-f-804260-pB,Maybelle Kivelhan,Negative,5.0,2020-10-09,Billing Question,Roanoke,Virginia,Web,Below SLA,10,Los Angeles,California,VA,10,9
OIY-41694419-x-535481-3N,Odelia Josling,Neutral,6.0,2020-10-09,Billing Question,Santa Barbara,California,Web,Within SLA,17,Los Angeles,California,CA,10,9
GSQ-02098611-u-142603-K5,Salomon Beckles,Very Negative,3.0,2020-10-09,Service Outage,Charlotte,North Carolina,Chatbot,Below SLA,40,Los Angeles,California,NC,10,9
XEM-80219566-L-202948-sM,Guinevere Corkhill,Neutral,6.0,2020-10-09,Billing Question,New Orleans,Louisiana,Chatbot,Within SLA,45,Los Angeles,California,LA,10,9
VFZ-99359141-s-590296-kX,Dion Athersmith,Neutral,6.0,2020-10-09,Billing Question,Boston,Massachusetts,Web,Within SLA,16,Los Angeles,California,MA,10,9
PXZ-83355212-3-025329-IC,Cos Maliphant,Neutral,5.0,2020-10-09,Service Outage,Oklahoma City,Oklahoma,Email,Within SLA,19,Los Angeles,California,OK,10,9
TCZ-34106829-3-689598-Fy,Isaak Satchel,Very Negative,2.0,2020-10-09,Billing Question,Huntsville,Alabama,Email,Within SLA,41,Los Angeles,California,AL,10,9
PYR-95695056-i-417141-Oc,Abran Lorryman,Neutral,6.0,2020-10-09,Billing Question,Houston,Texas,Web,Within SLA,22,Chicago,Illinois,TX,10,9
RPX-04341535-B-499805-Qw,Eb Bowmen,Negative,5.0,2020-10-09,Billing Question,Salt Lake City,Utah,Chatbot,Below SLA,38,Baltimore,Maryland,UT,10,9
KWU-18006903-c-131175-8u,Kleon Creavin,Negative,5.0,2020-10-09,Billing Question,Madison,Wisconsin,Chatbot,Below SLA,33,Los Angeles,California,WI,10,9
JWR-27507936-S-729491-tz,Josephina Madner,Negative,3.0,2020-10-09,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,8,Los Angeles,California,UT,10,9
IJN-71542970-8-792960-jB,Chester Fereday,Very Negative,1.0,2020-10-09,Billing Question,Warren,Michigan,Chatbot,Within SLA,10,Los Angeles,California,MI,10,9
FYE-72125334-N-445132-of,Kenna Lumsdale,Neutral,8.0,2020-10-09,Service Outage,Waco,Texas,Email,Below SLA,34,Baltimore,Maryland,TX,10,9
RON-18291245-Y-492449-N0,Wendye Downer,Negative,5.0,2020-10-09,Service Outage,Elizabeth,New Jersey,Web,Above SLA,16,Baltimore,Maryland,NJ,10,9
IQU-65323648-3-043448-4a,Evvie Dowse,Positive,8.0,2020-10-09,Payments,Rochester,New York,Call-Center,Within SLA,41,Chicago,Illinois,NY,10,9
IAH-17636083-q-507842-dZ,Harmon Maynell,Very Positive,9.0,2020-10-09,Service Outage,Albuquerque,New Mexico,Email,Within SLA,39,Baltimore,Maryland,NM,10,9
QKY-25556471-4-093346-68,Chrissy Thieme,Very Positive,9.0,2020-10-09,Billing Question,Saint Petersburg,Florida,Chatbot,Within SLA,15,Los Angeles,California,FL,10,9
SAE-79073402-J-289221-ZH,Danila Nacci,Very Negative,2.0,2020-10-09,Billing Question,San Diego,California,Web,Within SLA,30,Chicago,Illinois,CA,10,9
OFQ-62082965-C-055107-JY,Ranice Springall,Negative,6.0,2020-10-09,Service Outage,Waterbury,Connecticut,Chatbot,Within SLA,26,Baltimore,Maryland,CT,10,9
FTM-44950357-d-117224-v2,Andrej Aingell,Negative,4.0,2020-10-09,Billing Question,Orlando,Florida,Call-Center,Below SLA,16,Baltimore,Maryland,FL,10,9
ILK-72560856-c-180051-k3,Ritchie O' Borne,Neutral,6.0,2020-10-09,Billing Question,Juneau,Alaska,Web,Below SLA,33,Los Angeles,California,AK,10,9
ZFW-40919893-M-463518-a6,Panchito Rayner,Negative,5.0,2020-10-09,Billing Question,South Bend,Indiana,Chatbot,Within SLA,42,Los Angeles,California,IN,10,9
RSA-37053876-5-043004-Jo,Ferrel Lead,Negative,5.0,2020-10-09,Billing Question,Minneapolis,Minnesota,Email,Within SLA,33,Los Angeles,California,MN,10,9
HVH-88427348-S-910481-EJ,Rora Suddards,Negative,5.0,2020-10-09,Billing Question,Cleveland,Ohio,Call-Center,Within SLA,14,Chicago,Illinois,OH,10,9
PUO-04856723-V-856437-a1,Marylinda Shwenn,Negative,3.0,2020-10-09,Service Outage,Roanoke,Virginia,Chatbot,Within SLA,33,Los Angeles,California,VA,10,9
DPL-52538195-I-914655-Nu,Des Kitchener,Very Positive,10.0,2020-10-09,Payments,Florence,South Carolina,Call-Center,Below SLA,6,Chicago,Illinois,SC,10,9
ZZA-08917286-8-226696-FM,Irita Isaaksohn,Positive,8.0,2020-10-09,Billing Question,Cincinnati,Ohio,Email,Below SLA,35,Denver,Colorado,OH,10,9
YTQ-31015829-Q-997200-7K,Marsha Waryk,Positive,8.0,2020-10-09,Billing Question,Des Moines,Iowa,Web,Below SLA,37,Los Angeles,California,IA,10,9
MBT-57298755-6-997238-1z,Morgen Cheves,Negative,5.0,2020-10-09,Billing Question,Norfolk,Virginia,Email,Above SLA,33,Chicago,Illinois,VA,10,9
IPD-11291917-B-743725-Kv,Blinnie Haddrill,Negative,5.0,2020-10-09,Billing Question,Chicago,Illinois,Email,Within SLA,14,Los Angeles,California,IL,10,9
CJM-44675356-M-600614-WS,Sephira Yurchenko,Positive,8.0,2020-10-09,Billing Question,New Haven,Connecticut,Call-Center,Above SLA,14,Denver,Colorado,CT,10,9
XOW-85651570-8-270924-fX,Ase Franies,Negative,6.0,2020-10-09,Billing Question,Billings,Montana,Email,Above SLA,11,Baltimore,Maryland,MT,10,9
WMF-50874693-6-507526-D2,Morgen Caldecutt,Very Negative,2.0,2020-10-09,Billing Question,Pittsburgh,Pennsylvania,Email,Above SLA,38,Los Angeles,California,PA,10,9
KNJ-20206576-8-083146-kV,Dru Trosdall,Neutral,7.0,2020-10-09,Billing Question,Fort Wayne,Indiana,Call-Center,Within SLA,36,Los Angeles,California,IN,10,9
IKI-18277290-N-817488-HS,Meryl Itter,Positive,8.0,2020-10-09,Service Outage,Tuscaloosa,Alabama,Chatbot,Below SLA,9,Los Angeles,California,AL,10,9
VFL-84539521-s-279441-dy,Petra Fernley,Negative,4.0,2020-10-09,Billing Question,Raleigh,North Carolina,Call-Center,Above SLA,37,Los Angeles,California,NC,10,9
FWY-22833715-X-946263-pa,Barbe Hellicar,Very Positive,9.0,2020-10-09,Billing Question,Baltimore,Maryland,Chatbot,Within SLA,42,Los Angeles,California,MD,10,9
ZHK-62917510-8-464203-nZ,Janenna Grandin,Negative,5.0,2020-10-09,Billing Question,Anderson,Indiana,Call-Center,Below SLA,22,Los Angeles,California,IN,10,9
DXD-90611768-u-309643-Uc,Arman Grendon,Very Positive,9.0,2020-10-09,Billing Question,New Orleans,Louisiana,Web,Above SLA,31,Chicago,Illinois,LA,10,9
POX-17518190-f-722597-hW,Geno Espina,Neutral,6.0,2020-10-09,Billing Question,Orlando,Florida,Email,Within SLA,18,Baltimore,Maryland,FL,10,9
OOO-73453724-U-645754-Vz,Patty Pendall,Neutral,6.0,2020-10-09,Billing Question,Panama City,Florida,Chatbot,Within SLA,42,Chicago,Illinois,FL,10,9
OGT-27231511-I-205515-Qv,Sylas Elloit,Negative,5.0,2020-10-09,Billing Question,Chattanooga,Tennessee,Call-Center,Above SLA,6,Baltimore,Maryland,TN,10,9
BZD-08878089-C-968790-dE,Odey Lineker,Negative,5.0,2020-10-09,Billing Question,Knoxville,Tennessee,Chatbot,Below SLA,26,Los Angeles,California,TN,10,9
YCZ-44655561-z-671029-UC,Adriana Wilsee,Negative,6.0,2020-10-09,Service Outage,Fresno,California,Chatbot,Within SLA,29,Baltimore,Maryland,CA,10,9
XZA-40095915-K-303323-9j,Alasdair Rangeley,Negative,3.0,2020-10-09,Billing Question,Bradenton,Florida,Email,Within SLA,5,Los Angeles,California,FL,10,9
EQF-95622340-j-612509-zZ,Rose Jedrzejczyk,Very Negative,2.0,2020-10-09,Billing Question,Roanoke,Virginia,Web,Within SLA,20,Los Angeles,California,VA,10,9
BNG-13581472-M-687283-RA,Garreth Killeley,Negative,5.0,2020-10-09,Billing Question,Santa Fe,New Mexico,Email,Within SLA,40,Baltimore,Maryland,NM,10,9
OLV-20953749-z-796421-oa,Kelsey Jan,Negative,5.0,2020-10-09,Billing Question,Flushing,New York,Web,Below SLA,9,Los Angeles,California,NY,10,9
VBK-68245622-6-722545-Vo,Anthiathia Feronet,Neutral,6.0,2020-10-09,Billing Question,Escondido,California,Email,Below SLA,13,Chicago,Illinois,CA,10,9
GYY-31363679-p-540775-g3,Corly Punshon,Negative,4.0,2020-10-09,Billing Question,Norfolk,Virginia,Web,Within SLA,41,Los Angeles,California,VA,10,9
UYY-74739656-o-116831-cE,Conan Guye,Neutral,6.0,2020-10-09,Billing Question,Cleveland,Ohio,Call-Center,Within SLA,41,Baltimore,Maryland,OH,10,9
LKY-85178209-i-130596-l2,Sidoney Minghetti,Positive,8.0,2020-10-09,Billing Question,Springfield,Illinois,Web,Below SLA,12,Baltimore,Maryland,IL,10,9
HXK-54389866-M-433657-uw,Daloris Janusik,Neutral,6.0,2020-10-09,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,18,Los Angeles,California,WV,10,9
JDI-16780145-O-223531-pR,Tiffanie Celez,Negative,6.0,2020-10-09,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,44,Baltimore,Maryland,,10,9
ZOX-64695724-i-937781-0z,Agneta Spykins,Neutral,5.0,2020-10-09,Billing Question,Tulsa,Oklahoma,Chatbot,Within SLA,5,Chicago,Illinois,OK,10,9
YUS-04050282-9-570030-Qe,Graehme Bouzan,Negative,5.0,2020-10-09,Billing Question,Savannah,Georgia,Call-Center,Within SLA,13,Chicago,Illinois,GA,10,9
QGH-75508244-J-002807-6G,Caresse Warratt,Very Positive,10.0,2020-10-09,Billing Question,Austin,Texas,Web,Within SLA,39,Los Angeles,California,TX,10,9
CMP-70001502-n-389057-Nz,Lyndel Aggio,Very Positive,9.0,2020-10-09,Billing Question,Montgomery,Alabama,Call-Center,Above SLA,43,Los Angeles,California,AL,10,9
TXE-66465228-T-868696-kx,Suzie Greatbanks,Neutral,5.0,2020-10-09,Billing Question,Philadelphia,Pennsylvania,Call-Center,Below SLA,43,Los Angeles,California,PA,10,9
IEB-74794022-W-747827-eD,Gael Oakshott,Positive,8.0,2020-10-09,Billing Question,Norfolk,Virginia,Call-Center,Below SLA,13,Baltimore,Maryland,VA,10,9
XCM-15862925-w-956960-A8,Toddy Hume,Neutral,6.0,2020-10-09,Billing Question,Spokane,Washington,Email,Below SLA,44,Los Angeles,California,WA,10,9
GDU-36364817-b-313891-bo,Ivan Lowell,Neutral,6.0,2020-10-09,Billing Question,Madison,Wisconsin,Email,Below SLA,31,Denver,Colorado,WI,10,9
ECO-30040888-u-538816-48,Evita Busswell,Very Negative,2.0,2020-10-09,Billing Question,Rochester,New York,Chatbot,Below SLA,37,Los Angeles,California,NY,10,9
VQC-85281762-z-883693-IM,Cordell Angeli,Negative,3.0,2020-10-09,Service Outage,Alhambra,California,Email,Below SLA,27,Los Angeles,California,CA,10,9
LVT-58911009-8-066321-CA,Westbrooke Moughton,Neutral,6.0,2020-10-09,Payments,Riverside,California,Call-Center,Below SLA,12,Los Angeles,California,CA,10,9
IXZ-89014614-p-993270-qW,Jens Cutteridge,Neutral,6.0,2020-10-09,Billing Question,Charlotte,North Carolina,Web,Within SLA,16,Los Angeles,California,NC,10,9
ROV-85099320-8-156214-Gw,Conni Sugar,Negative,4.0,2020-10-09,Billing Question,Bakersfield,California,Web,Within SLA,33,Baltimore,Maryland,CA,10,9
CSW-25873863-2-430066-hk,Dulce Delhanty,Positive,8.0,2020-10-09,Billing Question,Boston,Massachusetts,Web,Within SLA,34,Los Angeles,California,MA,10,9
AHY-26798197-C-370619-iq,Aron Fidgett,Neutral,6.0,2020-10-09,Service Outage,Zephyrhills,Florida,Chatbot,Within SLA,26,Baltimore,Maryland,FL,10,9
QEC-94156370-W-947162-Lv,Leeland Ebbin,Very Negative,4.0,2020-10-09,Billing Question,El Paso,Texas,Chatbot,Within SLA,28,Baltimore,Maryland,TX,10,9
EEF-09488637-U-292410-B0,Weidar Goldingay,Positive,8.0,2020-10-09,Billing Question,Atlanta,Georgia,Web,Above SLA,16,Los Angeles,California,GA,10,9
AHQ-89937719-g-523534-kr,Alikee Laborde,Negative,5.0,2020-10-09,Billing Question,Marietta,Georgia,Email,Within SLA,28,Los Angeles,California,GA,10,9
ZFO-88928002-Q-463000-um,Wilmette Thornewill,Neutral,6.0,2020-10-09,Billing Question,Washington,District of Columbia,Web,Within SLA,8,Los Angeles,California,,10,9
VCW-97981069-3-094881-Hy,Titus Lomond,Negative,4.0,2020-10-09,Service Outage,El Paso,Texas,Email,Above SLA,7,Chicago,Illinois,TX,10,9
IRW-66393013-A-335526-ZS,Philis Insole,Neutral,6.0,2020-10-09,Billing Question,Las Vegas,Nevada,Call-Center,Within SLA,18,Baltimore,Maryland,NV,10,9
WGM-38045581-w-506550-sT,Granthem MacManus,Very Positive,9.0,2020-10-09,Billing Question,Houston,Texas,Call-Center,Within SLA,23,Baltimore,Maryland,TX,10,9
ZSP-52343982-4-400603-Xb,Muriel Berresford,Very Negative,2.0,2020-10-09,Billing Question,Washington,District of Columbia,Web,Below SLA,44,Chicago,Illinois,,10,9
ACC-44326046-J-372932-MK,Barnaby Walshaw,Negative,5.0,2020-10-09,Payments,Harrisburg,Pennsylvania,Call-Center,Below SLA,43,Los Angeles,California,PA,10,9
ANC-43703020-m-861774-3G,Garvin Pactat,Neutral,6.0,2020-10-09,Billing Question,Raleigh,North Carolina,Call-Center,Within SLA,32,Chicago,Illinois,NC,10,9
MMQ-47882221-3-353613-2b,Candida Dunridge,Very Positive,9.0,2020-10-09,Billing Question,Joliet,Illinois,Chatbot,Within SLA,28,Chicago,Illinois,IL,10,9
QOT-83664018-i-578056-7g,Ranee Umpleby,Negative,5.0,2020-10-09,Service Outage,Cedar Rapids,Iowa,Email,Below SLA,13,Denver,Colorado,IA,10,9
WUN-74045509-h-147821-60,Stephie Bram,Negative,5.0,2020-10-09,Payments,Toledo,Ohio,Call-Center,Above SLA,44,Chicago,Illinois,OH,10,9
GIX-35339324-y-719693-gb,Aloise Hutfield,Neutral,6.0,2020-10-09,Payments,Omaha,Nebraska,Call-Center,Within SLA,15,Baltimore,Maryland,NE,10,9
HUN-56743359-G-974131-NO,Hillyer Lesmonde,Very Negative,2.0,2020-10-09,Payments,Knoxville,Tennessee,Call-Center,Within SLA,7,Denver,Colorado,TN,10,9
MGB-76179972-T-757552-Md,Roberto Westhofer,Negative,3.0,2020-10-09,Billing Question,Houston,Texas,Call-Center,Within SLA,27,Chicago,Illinois,TX,10,9
CBK-39778952-L-140849-az,Garald Dykas,Negative,5.0,2020-10-09,Billing Question,Knoxville,Tennessee,Email,Within SLA,20,Baltimore,Maryland,TN,10,9
RBR-84222381-U-849923-Cf,Filmore Zecchii,Positive,9.0,2020-10-09,Billing Question,Lawrenceville,Georgia,Chatbot,Within SLA,21,Los Angeles,California,GA,10,9
WJW-55893375-X-526182-GZ,Adrianne Wrangle,Positive,8.0,2020-10-09,Billing Question,Dayton,Ohio,Email,Within SLA,30,Baltimore,Maryland,OH,10,9
CZD-50424657-K-163563-Qu,Miner Cochran,Very Positive,9.0,2020-10-09,Billing Question,Wilkes Barre,Pennsylvania,Web,Below SLA,41,Baltimore,Maryland,PA,10,9
YAO-24540379-0-548848-ti,Rolf Haberjam,Very Positive,9.0,2020-10-09,Billing Question,West Palm Beach,Florida,Chatbot,Below SLA,44,Baltimore,Maryland,FL,10,9
WXS-57390347-S-750155-6k,Yehudi Forten,Neutral,6.0,2020-10-09,Service Outage,Toledo,Ohio,Web,Within SLA,31,Los Angeles,California,OH,10,9
INH-50930806-A-513391-h8,Tiffi Coalbran,Positive,8.0,2020-10-09,Payments,El Paso,Texas,Call-Center,Within SLA,34,Los Angeles,California,TX,10,9
MHP-23269561-u-425137-o3,Giffy Scotchmore,Very Negative,2.0,2020-10-09,Billing Question,Lakeland,Florida,Email,Within SLA,21,Baltimore,Maryland,FL,10,9
EWL-98782903-y-215768-BA,Bria Widdison,Very Negative,2.0,2020-10-09,Billing Question,Augusta,Georgia,Call-Center,Within SLA,32,Los Angeles,California,GA,10,9
PIO-39091491-j-662026-fU,Fawnia Le Gallo,Neutral,6.0,2020-10-09,Billing Question,Milwaukee,Wisconsin,Web,Within SLA,17,Baltimore,Maryland,WI,10,9
MHZ-54375178-O-956409-QC,Cesar Hallatt,Neutral,6.0,2020-10-09,Billing Question,Denver,Colorado,Email,Within SLA,42,Baltimore,Maryland,CO,10,9
CPK-21323662-Z-745497-SX,Gris Duffitt,Very Negative,2.0,2020-10-09,Billing Question,Augusta,Georgia,Chatbot,Below SLA,38,Baltimore,Maryland,GA,10,9
KFN-79379557-7-477251-es,Sanders Barrowcliff,Positive,8.0,2020-10-09,Billing Question,Muskegon,Michigan,Call-Center,Within SLA,22,Los Angeles,California,MI,10,9
KTX-38155995-6-457780-gD,Natividad Goodday,Positive,8.0,2020-10-09,Billing Question,Arlington,Virginia,Chatbot,Below SLA,42,Chicago,Illinois,VA,10,9
WOA-15766900-j-753260-4m,Hazel Dorow,Negative,5.0,2020-10-09,Billing Question,North Little Rock,Arkansas,Call-Center,Within SLA,40,Baltimore,Maryland,AR,10,9
KGD-68027267-p-899465-ua,Clim Atwater,Neutral,8.0,2020-10-09,Payments,Atlanta,Georgia,Call-Center,Above SLA,10,Los Angeles,California,GA,10,9
HPY-67198692-2-589173-Bb,Ellsworth Kerrane,Neutral,6.0,2020-10-09,Billing Question,Troy,Michigan,Chatbot,Above SLA,5,Baltimore,Maryland,MI,10,9
NDG-56136576-A-951404-4E,Hadria Bertson,Negative,5.0,2020-10-09,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,20,Los Angeles,California,AZ,10,9
YFK-40284250-q-557335-kB,Mathilde Rearden,Negative,5.0,2020-10-09,Billing Question,San Antonio,Texas,Chatbot,Below SLA,8,Los Angeles,California,TX,10,9
GDU-90528153-o-109407-HT,Mord Miell,Neutral,8.0,2020-10-09,Billing Question,Philadelphia,Pennsylvania,Chatbot,Above SLA,21,Chicago,Illinois,PA,10,9
PZB-53960767-X-482336-eU,Lois Drescher,Neutral,6.0,2020-10-09,Service Outage,Raleigh,North Carolina,Chatbot,Within SLA,22,Baltimore,Maryland,NC,10,9
IWH-22228422-s-995034-sw,Angelle Dossantos,Very Negative,2.0,2020-10-09,Billing Question,Las Vegas,Nevada,Email,Within SLA,42,Chicago,Illinois,NV,10,9
ZQO-85186797-C-290589-bF,Olva Plose,Neutral,5.0,2020-10-09,Service Outage,Oceanside,California,Chatbot,Below SLA,28,Los Angeles,California,CA,10,9
JXD-01231766-r-335280-u1,Roshelle Band,Neutral,5.0,2020-10-09,Billing Question,Portland,Oregon,Chatbot,Within SLA,14,Los Angeles,California,OR,10,9
FST-30670664-E-299793-KR,Malena Poulett,Very Negative,4.0,2020-10-09,Service Outage,Boston,Massachusetts,Web,Above SLA,43,Baltimore,Maryland,MA,10,9
KAO-27084652-a-680769-fY,Tove Kilmary,Very Positive,10.0,2020-10-09,Payments,San Diego,California,Call-Center,Within SLA,17,Los Angeles,California,CA,10,9
INY-26395231-F-921592-iu,Harris Ruffle,Neutral,7.0,2020-10-09,Billing Question,Greensboro,North Carolina,Email,Within SLA,38,Denver,Colorado,NC,10,9
HJB-48031928-u-362511-lo,Kimbell Klimko,Very Positive,9.0,2020-10-09,Billing Question,Irvine,California,Email,Within SLA,15,Baltimore,Maryland,CA,10,9
BAZ-99535853-C-186819-b7,Valentine Poxton,Negative,4.0,2020-10-09,Billing Question,Port Washington,New York,Web,Within SLA,25,Denver,Colorado,NY,10,9
WSU-01054012-c-553898-Rx,Gerry Fewtrell,Very Negative,2.0,2020-10-09,Payments,Fort Wayne,Indiana,Call-Center,Within SLA,27,Baltimore,Maryland,IN,10,9
CYS-56229463-L-370663-uD,Larina Dawby,Positive,7.0,2020-10-09,Billing Question,Palo Alto,California,Chatbot,Below SLA,17,Los Angeles,California,CA,10,9
QTQ-90945039-V-904658-D7,Elisabetta Kohring,Negative,3.0,2020-10-09,Service Outage,Mobile,Alabama,Chatbot,Within SLA,44,Los Angeles,California,AL,10,9
RLH-80627715-5-601350-65,Isiahi Larraway,Negative,6.0,2020-10-09,Service Outage,Brooksville,Florida,Web,Below SLA,9,Baltimore,Maryland,FL,10,9
EHN-81615871-U-087572-YB,Catherine Zorzetti,Neutral,6.0,2020-10-09,Billing Question,Hampton,Virginia,Web,Below SLA,41,Denver,Colorado,VA,10,9
LBF-52973273-7-575594-wf,Glenden Clowes,Neutral,6.0,2020-10-09,Billing Question,Memphis,Tennessee,Web,Within SLA,12,Los Angeles,California,TN,10,9
KVT-39611591-5-527691-C0,Leola Costi,Negative,5.0,2020-10-09,Payments,Montgomery,Alabama,Call-Center,Within SLA,18,Los Angeles,California,AL,10,9
GEB-26320423-n-342786-uf,Florrie Sirr,Neutral,6.0,2020-10-09,Payments,Lakewood,Washington,Call-Center,Within SLA,18,Chicago,Illinois,WA,10,9
FVC-73602905-l-982324-4H,Rafaellle Yewen,Very Negative,4.0,2020-10-09,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,18,Chicago,Illinois,PA,10,9
GDB-40227904-f-410478-fR,Evelyn Laddle,Very Negative,3.0,2020-10-09,Service Outage,Anaheim,California,Email,Above SLA,17,Denver,Colorado,CA,10,9
RHB-78349666-N-395101-YI,Kent Tapscott,Neutral,6.0,2020-10-09,Billing Question,West Palm Beach,Florida,Email,Within SLA,33,Los Angeles,California,FL,10,9
FQT-92395522-q-236718-sJ,Merna Kalewe,Neutral,6.0,2020-10-09,Billing Question,Lansing,Michigan,Web,Within SLA,27,Los Angeles,California,MI,10,9
FIE-83635126-X-084747-GQ,Una Blezard,Positive,8.0,2020-10-09,Billing Question,Terre Haute,Indiana,Chatbot,Within SLA,15,Los Angeles,California,IN,10,9
KYP-23885122-V-883435-fg,Leif Saynor,Negative,5.0,2020-10-09,Billing Question,Topeka,Kansas,Call-Center,Within SLA,31,Los Angeles,California,KS,10,9
FYF-16015216-9-584487-jL,Heloise Sparke,Very Negative,2.0,2020-10-09,Billing Question,Hyattsville,Maryland,Web,Within SLA,28,Baltimore,Maryland,MD,10,9
MTX-38405945-7-133638-fn,Madelon MacAlpine,Very Negative,3.0,2020-10-09,Payments,Long Beach,California,Call-Center,Below SLA,38,Denver,Colorado,CA,10,9
KVH-23172891-r-360848-2g,Orrin Oakenford,Positive,7.0,2020-10-09,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,37,Los Angeles,California,,10,9
TGP-32409789-u-971834-S1,Bev Winkett,Neutral,8.0,2020-10-09,Billing Question,Naperville,Illinois,Chatbot,Within SLA,45,Baltimore,Maryland,IL,10,9
KOL-80225379-U-732379-om,Catharina Packham,Neutral,7.0,2020-10-09,Billing Question,Fargo,North Dakota,Chatbot,Within SLA,19,Denver,Colorado,ND,10,9
ZIV-81095211-o-371233-J6,Meridith Harburtson,Very Negative,2.0,2020-10-09,Billing Question,Detroit,Michigan,Call-Center,Within SLA,11,Los Angeles,California,MI,10,9
ABE-47352675-l-931537-ug,Marjy Griffith,Very Negative,2.0,2020-10-09,Payments,Alpharetta,Georgia,Call-Center,Above SLA,35,Los Angeles,California,GA,10,9
PQE-02494907-O-278492-ty,Rhodia Sidry,Neutral,6.0,2020-10-09,Service Outage,North Little Rock,Arkansas,Email,Below SLA,43,Los Angeles,California,AR,10,9
RLL-14140648-t-522778-B4,Nickola Giblin,Positive,7.0,2020-10-09,Billing Question,East Saint Louis,Illinois,Chatbot,Below SLA,14,Los Angeles,California,IL,10,9
YSG-16171145-7-445920-m2,Bendick Scarre,Very Positive,9.0,2020-10-09,Billing Question,Winter Haven,Florida,Chatbot,Above SLA,9,Los Angeles,California,FL,10,9
EVH-18795600-F-698037-br,Maison Ivanenko,Neutral,6.0,2020-10-09,Billing Question,Houston,Texas,Email,Within SLA,44,Baltimore,Maryland,TX,10,9
AWG-04914741-R-586413-2V,Anthea Walduck,Neutral,6.0,2020-10-09,Service Outage,Albuquerque,New Mexico,Chatbot,Within SLA,9,Chicago,Illinois,NM,10,9
GHF-16078469-v-395814-SM,Donni Kavanagh,Neutral,7.0,2020-10-09,Billing Question,Homestead,Florida,Call-Center,Within SLA,7,Baltimore,Maryland,FL,10,9
TUQ-48585901-W-369108-5U,Essie Kisting,Negative,5.0,2020-10-09,Billing Question,Springfield,Missouri,Web,Within SLA,20,Chicago,Illinois,MO,10,9
YIV-77545033-t-361032-vJ,Jody Rosier,Very Positive,9.0,2020-10-09,Billing Question,Cincinnati,Ohio,Chatbot,Within SLA,32,Baltimore,Maryland,OH,10,9
MZJ-86749831-l-769143-pz,Stesha Presland,Neutral,6.0,2020-10-09,Payments,Sarasota,Florida,Call-Center,Within SLA,44,Los Angeles,California,FL,10,9
ZOE-34105113-b-907510-Xb,Lilah Wadeling,Neutral,6.0,2020-10-09,Billing Question,Huntsville,Alabama,Email,Below SLA,24,Los Angeles,California,AL,10,9
HOH-84630547-o-826293-HB,Trumann Chesnut,Very Negative,2.0,2020-10-09,Payments,El Paso,Texas,Call-Center,Below SLA,13,Chicago,Illinois,TX,10,9
OTV-77232622-q-134854-mg,Lisa Doutch,Negative,5.0,2020-10-09,Billing Question,Boston,Massachusetts,Web,Within SLA,12,Denver,Colorado,MA,10,9
WBG-31063066-0-379968-Kz,Emanuel Bertl,Negative,5.0,2020-10-09,Billing Question,Jacksonville,Florida,Chatbot,Below SLA,34,Baltimore,Maryland,FL,10,9
YRL-81420878-e-819602-oa,Jolynn Mateo,Very Negative,2.0,2020-10-09,Billing Question,Milwaukee,Wisconsin,Email,Below SLA,28,Baltimore,Maryland,WI,10,9
UNR-91415936-7-155781-CF,Anallise Snoad,Very Positive,9.0,2020-10-09,Billing Question,Washington,District of Columbia,Email,Within SLA,31,Chicago,Illinois,,10,9
GMP-40807232-R-895687-YU,Pru Graber,Negative,5.0,2020-10-09,Payments,Des Moines,Iowa,Call-Center,Within SLA,13,Los Angeles,California,IA,10,9
AEG-87706830-c-434597-nN,Darrin Tomaszewicz,Negative,5.0,2020-10-09,Billing Question,West Palm Beach,Florida,Call-Center,Within SLA,37,Los Angeles,California,FL,10,9
MOA-95153108-j-664143-sD,Gusti Murty,Neutral,6.0,2020-10-09,Service Outage,Akron,Ohio,Email,Within SLA,25,Baltimore,Maryland,OH,10,9
OFT-16382206-e-417395-zk,Tamma Schiefersten,Neutral,8.0,2020-10-09,Billing Question,Miami,Florida,Web,Below SLA,10,Chicago,Illinois,FL,10,9
SWD-17879729-q-485588-91,Renaud Goodsall,Negative,5.0,2020-10-09,Billing Question,Chattanooga,Tennessee,Email,Below SLA,25,Chicago,Illinois,TN,10,9
